name,date,nav
T0108Y 兆豐國際電子,2019/02/18,24.57
T0108Y 兆豐國際電子,2019/02/15,24.42
T0108Y 兆豐國際電子,2019/02/14,24.4
T0108Y 兆豐國際電子,2019/02/13,24.31
T0108Y 兆豐國際電子,2019/02/12,24.23
T0108Y 兆豐國際電子,2019/02/11,23.98
T0108Y 兆豐國際電子,2019/01/30,23.57
T0108Y 兆豐國際電子,2019/01/29,23.46
T0108Y 兆豐國際電子,2019/01/28,23.64
T0108Y 兆豐國際電子,2019/01/25,23.62
T0108Y 兆豐國際電子,2019/01/24,23.36
T0108Y 兆豐國際電子,2019/01/23,23.3
T0108Y 兆豐國際電子,2019/01/22,23.36
T0108Y 兆豐國際電子,2019/01/21,23.4
T0108Y 兆豐國際電子,2019/01/18,23.19
T0108Y 兆豐國際電子,2019/01/17,22.95
T0108Y 兆豐國際電子,2019/01/16,23.09
T0108Y 兆豐國際電子,2019/01/15,23.03
T0108Y 兆豐國際電子,2019/01/14,22.7
T0108Y 兆豐國際電子,2019/01/11,22.88
T0108Y 兆豐國際電子,2019/01/10,22.82
T0108Y 兆豐國際電子,2019/01/09,22.81
T0108Y 兆豐國際電子,2019/01/08,22.59
T0108Y 兆豐國際電子,2019/01/07,22.53
T0108Y 兆豐國際電子,2019/01/04,22.19
T0108Y 兆豐國際電子,2019/01/03,22.44
T0108Y 兆豐國際電子,2019/01/02,22.57
T0108Y 兆豐國際電子,2018/12/28,22.78
T0108Y 兆豐國際電子,2018/12/27,22.7
T0108Y 兆豐國際電子,2018/12/26,22.3
T0108Y 兆豐國際電子,2018/12/25,22.46
T0108Y 兆豐國際電子,2018/12/24,22.82
T0108Y 兆豐國際電子,2018/12/22,22.7
T0108Y 兆豐國際電子,2018/12/21,22.76
T0108Y 兆豐國際電子,2018/12/20,22.77
T0108Y 兆豐國際電子,2018/12/19,22.95
T0108Y 兆豐國際電子,2018/12/18,22.96
T0108Y 兆豐國際電子,2018/12/17,23.05
T0108Y 兆豐國際電子,2018/12/14,23.13
T0108Y 兆豐國際電子,2018/12/13,23.29
T0108Y 兆豐國際電子,2018/12/12,23.22
T0108Y 兆豐國際電子,2018/12/11,22.95
T0108Y 兆豐國際電子,2018/12/10,22.7
T0108Y 兆豐國際電子,2018/12/07,22.8
T0108Y 兆豐國際電子,2018/12/06,22.48
T0108Y 兆豐國際電子,2018/12/05,23.19
T0108Y 兆豐國際電子,2018/12/04,23.54
T0108Y 兆豐國際電子,2018/12/03,23.79
T0108Y 兆豐國際電子,2018/11/30,22.93
T0108Y 兆豐國際電子,2018/11/29,22.84
T0108Y 兆豐國際電子,2018/11/28,22.75
T0108Y 兆豐國際電子,2018/11/27,22.35
T0108Y 兆豐國際電子,2018/11/26,22
T0108Y 兆豐國際電子,2018/11/23,21.76
T0108Y 兆豐國際電子,2018/11/22,21.87
T0108Y 兆豐國際電子,2018/11/21,22.09
T0108Y 兆豐國際電子,2018/11/20,22.07
T0108Y 兆豐國際電子,2018/11/19,22.19
T0108Y 兆豐國際電子,2018/11/16,22.07
T0108Y 兆豐國際電子,2018/11/15,22.2
T0108Y 兆豐國際電子,2018/11/14,22.1
T0108Y 兆豐國際電子,2018/11/13,22.08
T0108Y 兆豐國際電子,2018/11/12,22.09
T0108Y 兆豐國際電子,2018/11/09,22.13
T0108Y 兆豐國際電子,2018/11/08,22.18
T0108Y 兆豐國際電子,2018/11/07,22.25
T0108Y 兆豐國際電子,2018/11/06,22.02
T0108Y 兆豐國際電子,2018/11/05,22.41
T0108Y 兆豐國際電子,2018/11/02,22.55
T0108Y 兆豐國際電子,2018/11/01,22.38
T0108Y 兆豐國際電子,2018/10/31,22.1
T0108Y 兆豐國際電子,2018/10/30,21.55
T0108Y 兆豐國際電子,2018/10/29,21.48
T0108Y 兆豐國際電子,2018/10/26,21.51
T0108Y 兆豐國際電子,2018/10/25,21.7
T0108Y 兆豐國際電子,2018/10/24,22.16
T0108Y 兆豐國際電子,2018/10/23,22.03
T0108Y 兆豐國際電子,2018/10/22,22.36
T0108Y 兆豐國際電子,2018/10/19,22.19
T0108Y 兆豐國際電子,2018/10/18,22.29
T0108Y 兆豐國際電子,2018/10/17,22.34
T0108Y 兆豐國際電子,2018/10/16,22.18
T0108Y 兆豐國際電子,2018/10/15,22.15
T0108Y 兆豐國際電子,2018/10/12,22.24
T0108Y 兆豐國際電子,2018/10/11,21.62
T0108Y 兆豐國際電子,2018/10/09,22.77
T0108Y 兆豐國際電子,2018/10/08,23
T0108Y 兆豐國際電子,2018/10/05,23.14
T0108Y 兆豐國際電子,2018/10/04,23.9
T0108Y 兆豐國際電子,2018/10/03,24.1
T0108Y 兆豐國際電子,2018/10/02,24.34
T0108Y 兆豐國際電子,2018/10/01,24.58
T0108Y 兆豐國際電子,2018/09/28,24.36
T0108Y 兆豐國際電子,2018/09/27,24.39
T0108Y 兆豐國際電子,2018/09/26,24.39
T0108Y 兆豐國際電子,2018/09/25,24.46
T0108Y 兆豐國際電子,2018/09/21,24.39
T0108Y 兆豐國際電子,2018/09/20,24.19
T0108Y 兆豐國際電子,2018/09/19,24.48
T0108Y 兆豐國際電子,2018/09/18,24.42
T0108Y 兆豐國際電子,2018/09/17,24.83
T0108Y 兆豐國際電子,2018/09/14,24.73
T0108Y 兆豐國際電子,2018/09/13,24.19
T0108Y 兆豐國際電子,2018/09/12,24.3
T0108Y 兆豐國際電子,2018/09/11,24.6
T0108Y 兆豐國際電子,2018/09/10,24.59
T0108Y 兆豐國際電子,2018/09/07,25.3
T0108Y 兆豐國際電子,2018/09/06,25.81
T0108Y 兆豐國際電子,2018/09/05,26.04
T0108Y 兆豐國際電子,2018/09/04,25.96
T0108Y 兆豐國際電子,2018/09/03,25.68
T0108Y 兆豐國際電子,2018/08/31,26.1
T0108Y 兆豐國際電子,2018/08/30,26.06
T0108Y 兆豐國際電子,2018/08/29,25.95
T0108Y 兆豐國際電子,2018/08/28,25.64
T0108Y 兆豐國際電子,2018/08/27,25.47
T0108Y 兆豐國際電子,2018/08/24,25.03
T0108Y 兆豐國際電子,2018/08/23,25.24
T0108Y 兆豐國際電子,2018/08/22,25.24
T0108Y 兆豐國際電子,2018/08/21,25.49
T0108Y 兆豐國際電子,2018/08/20,25.12
T0108Y 兆豐國際電子,2018/08/17,25.26
T0108Y 兆豐國際電子,2018/08/16,25.39
T0108Y 兆豐國際電子,2018/08/15,25.24
T0108Y 兆豐國際電子,2018/08/14,25.78
T0108Y 兆豐國際電子,2018/08/13,25.46
T0108Y 兆豐國際電子,2018/08/10,26.51
T0108Y 兆豐國際電子,2018/08/09,26.82
T0108Y 兆豐國際電子,2018/08/08,26.97
T0108Y 兆豐國際電子,2018/08/07,27.15
T0108Y 兆豐國際電子,2018/08/06,27.08
T0108Y 兆豐國際電子,2018/08/03,27.14
T0108Y 兆豐國際電子,2018/08/02,26.77
T0108Y 兆豐國際電子,2018/08/01,27.3
T0108Y 兆豐國際電子,2018/07/31,27.08
T0108Y 兆豐國際電子,2018/07/30,27.09
T0108Y 兆豐國際電子,2018/07/27,27.63
T0108Y 兆豐國際電子,2018/07/26,27.43
T0108Y 兆豐國際電子,2018/07/25,27.35
T0108Y 兆豐國際電子,2018/07/24,27.26
T0108Y 兆豐國際電子,2018/07/23,26.98
T0108Y 兆豐國際電子,2018/07/20,27.33
T0108Y 兆豐國際電子,2018/07/19,27.46
T0108Y 兆豐國際電子,2018/07/18,27.33
T0108Y 兆豐國際電子,2018/07/17,27.32
T0108Y 兆豐國際電子,2018/07/16,27.59
T0108Y 兆豐國際電子,2018/07/13,27.72
T0108Y 兆豐國際電子,2018/07/12,27.47
T0108Y 兆豐國際電子,2018/07/11,27.09
T0108Y 兆豐國際電子,2018/07/10,27.31
T0108Y 兆豐國際電子,2018/07/09,26.87
T0108Y 兆豐國際電子,2018/07/06,26.51
T0108Y 兆豐國際電子,2018/07/05,26.21
T0108Y 兆豐國際電子,2018/07/04,26.64
T0108Y 兆豐國際電子,2018/07/03,26.69
T0108Y 兆豐國際電子,2018/07/02,27.07
T0108Y 兆豐國際電子,2018/06/29,26.92
T0108Y 兆豐國際電子,2018/06/28,26.55
T0108Y 兆豐國際電子,2018/06/27,26.71
T0108Y 兆豐國際電子,2018/06/26,26.75
T0108Y 兆豐國際電子,2018/06/25,26.56
T0108Y 兆豐國際電子,2018/06/22,26.55
T0108Y 兆豐國際電子,2018/06/21,27.06
T0108Y 兆豐國際電子,2018/06/20,26.9
T0108Y 兆豐國際電子,2018/06/19,27.1
T0108Y 兆豐國際電子,2018/06/15,27.75
T0108Y 兆豐國際電子,2018/06/14,27.58
T0108Y 兆豐國際電子,2018/06/13,27.81
T0108Y 兆豐國際電子,2018/06/12,27.96
T0108Y 兆豐國際電子,2018/06/11,28.12
T0108Y 兆豐國際電子,2018/06/08,27.96
T0108Y 兆豐國際電子,2018/06/07,28.45
T0108Y 兆豐國際電子,2018/06/06,28.3
T0108Y 兆豐國際電子,2018/06/05,27.74
T0108Y 兆豐國際電子,2018/06/04,27.96
T0108Y 兆豐國際電子,2018/06/01,27.38
T0108Y 兆豐國際電子,2018/05/31,27.23
T0108Y 兆豐國際電子,2018/05/30,27.35
T0108Y 兆豐國際電子,2018/05/29,27.61
T0108Y 兆豐國際電子,2018/05/28,27.51
T0108Y 兆豐國際電子,2018/05/25,27.09
T0108Y 兆豐國際電子,2018/05/24,26.78
T0108Y 兆豐國際電子,2018/05/23,26.38
T0108Y 兆豐國際電子,2018/05/22,26.69
T0108Y 兆豐國際電子,2018/05/21,26.73
T0108Y 兆豐國際電子,2018/05/18,26.22
T0108Y 兆豐國際電子,2018/05/17,26.14
T0108Y 兆豐國際電子,2018/05/16,26.57
T0108Y 兆豐國際電子,2018/05/15,26.49
T0108Y 兆豐國際電子,2018/05/14,26.65
T0108Y 兆豐國際電子,2018/05/11,25.91
T0108Y 兆豐國際電子,2018/05/10,25.86
T0108Y 兆豐國際電子,2018/05/09,25.54
T0108Y 兆豐國際電子,2018/05/08,25.34
T0108Y 兆豐國際電子,2018/05/07,25.29
T0108Y 兆豐國際電子,2018/05/04,24.81
T0108Y 兆豐國際電子,2018/05/03,24.87
T0108Y 兆豐國際電子,2018/05/02,25.03
T0108Y 兆豐國際電子,2018/04/30,24.96
T0108Y 兆豐國際電子,2018/04/27,24.76
T0108Y 兆豐國際電子,2018/04/26,24.43
T0108Y 兆豐國際電子,2018/04/25,24.79
T0108Y 兆豐國際電子,2018/04/24,25.02
T0108Y 兆豐國際電子,2018/04/23,25.77
T0108Y 兆豐國際電子,2018/04/20,26.11
T0108Y 兆豐國際電子,2018/04/19,26.77
T0108Y 兆豐國際電子,2018/04/18,26.56
T0108Y 兆豐國際電子,2018/04/17,26.21
T0108Y 兆豐國際電子,2018/04/16,26.81
T0108Y 兆豐國際電子,2018/04/13,26.53
T0108Y 兆豐國際電子,2018/04/12,26.22
T0108Y 兆豐國際電子,2018/04/11,26.14
T0108Y 兆豐國際電子,2018/04/10,26.08
T0108Y 兆豐國際電子,2018/04/09,26.05
T0108Y 兆豐國際電子,2018/04/03,25.91
T0108Y 兆豐國際電子,2018/04/02,26.1
T0108Y 兆豐國際電子,2018/03/31,26.34
T0108Y 兆豐國際電子,2018/03/30,26.32
T0108Y 兆豐國際電子,2018/03/29,26.18
T0108Y 兆豐國際電子,2018/03/28,26
T0108Y 兆豐國際電子,2018/03/27,26.33
T0108Y 兆豐國際電子,2018/03/26,25.98
T0108Y 兆豐國際電子,2018/03/23,25.72
T0108Y 兆豐國際電子,2018/03/22,26.27
T0108Y 兆豐國際電子,2018/03/21,26.39
T0108Y 兆豐國際電子,2018/03/20,26.3
T0108Y 兆豐國際電子,2018/03/19,26.29
T0108Y 兆豐國際電子,2018/03/16,26.16
T0108Y 兆豐國際電子,2018/03/15,26.32
T0108Y 兆豐國際電子,2018/03/14,26.26
T0108Y 兆豐國際電子,2018/03/13,26.42
T0108Y 兆豐國際電子,2018/03/12,26.12
T0108Y 兆豐國際電子,2018/03/09,25.74
T0108Y 兆豐國際電子,2018/03/08,25.57
T0108Y 兆豐國際電子,2018/03/07,25.27
T0108Y 兆豐國際電子,2018/03/06,25.27
T0108Y 兆豐國際電子,2018/03/05,24.93
T0108Y 兆豐國際電子,2018/03/02,25.16
T0108Y 兆豐國際電子,2018/03/01,25.43
T0108Y 兆豐國際電子,2018/02/27,25.36
T0108Y 兆豐國際電子,2018/02/26,25.38
T0108Y 兆豐國際電子,2018/02/23,25.17
T0108Y 兆豐國際電子,2018/02/22,25.03
T0108Y 兆豐國際電子,2018/02/21,25.13
T0108Y 兆豐國際電子,2018/02/12,24.3
T0108Y 兆豐國際電子,2018/02/09,24.34
T0108Y 兆豐國際電子,2018/02/08,24.66
T0108Y 兆豐國際電子,2018/02/07,24.87
T0108Y 兆豐國際電子,2018/02/06,24.21
T0108Y 兆豐國際電子,2018/02/05,25.76
T0108Y 兆豐國際電子,2018/02/02,26.19
T0108Y 兆豐國際電子,2018/02/01,26.33
T0108Y 兆豐國際電子,2018/01/31,26.33
T0108Y 兆豐國際電子,2018/01/30,26.18
T0108Y 兆豐國際電子,2018/01/29,26.47
T0108Y 兆豐國際電子,2018/01/26,26.1
T0108Y 兆豐國際電子,2018/01/25,26.13
T0108Y 兆豐國際電子,2018/01/24,26.39
T0108Y 兆豐國際電子,2018/01/23,26.49
T0108Y 兆豐國際電子,2018/01/22,26.58
T0108Y 兆豐國際電子,2018/01/19,26.28
T0108Y 兆豐國際電子,2018/01/18,26.28
T0108Y 兆豐國際電子,2018/01/17,26.13
T0108Y 兆豐國際電子,2018/01/16,26.2
T0108Y 兆豐國際電子,2018/01/15,26.19
T0108Y 兆豐國際電子,2018/01/12,26.09
T0108Y 兆豐國際電子,2018/01/11,25.81
T0108Y 兆豐國際電子,2018/01/10,25.83
T0108Y 兆豐國際電子,2018/01/09,26.31
T0108Y 兆豐國際電子,2018/01/08,26.53
T0108Y 兆豐國際電子,2018/01/05,26.81
T0108Y 兆豐國際電子,2018/01/04,26.94
T0108Y 兆豐國際電子,2018/01/03,26.68
T0108Y 兆豐國際電子,2018/01/02,26.29
T0108Y 兆豐國際電子,2017/12/29,26.06
T0108Y 兆豐國際電子,2017/12/28,25.92
T0108Y 兆豐國際電子,2017/12/27,25.55
T0108Y 兆豐國際電子,2017/12/26,25.49
T0108Y 兆豐國際電子,2017/12/25,26.01
T0108Y 兆豐國際電子,2017/12/22,26.01
T0108Y 兆豐國際電子,2017/12/21,25.99
T0108Y 兆豐國際電子,2017/12/20,26.13
T0108Y 兆豐國際電子,2017/12/19,25.87
T0108Y 兆豐國際電子,2017/12/18,25.96
T0108Y 兆豐國際電子,2017/12/15,25.74
T0108Y 兆豐國際電子,2017/12/14,25.79
T0108Y 兆豐國際電子,2017/12/13,25.8
T0108Y 兆豐國際電子,2017/12/12,25.78
T0108Y 兆豐國際電子,2017/12/11,25.92
T0108Y 兆豐國際電子,2017/12/08,25.41
T0108Y 兆豐國際電子,2017/12/07,24.96
T0108Y 兆豐國際電子,2017/12/06,25.08
T0108Y 兆豐國際電子,2017/12/05,25.76
T0108Y 兆豐國際電子,2017/12/04,26.34
T0108Y 兆豐國際電子,2017/12/01,26.37
T0108Y 兆豐國際電子,2017/11/30,26.88
T0108Y 兆豐國際電子,2017/11/29,27.18
T0108Y 兆豐國際電子,2017/11/28,26.91
T0108Y 兆豐國際電子,2017/11/27,26.88
T0108Y 兆豐國際電子,2017/11/24,27.01
T0108Y 兆豐國際電子,2017/11/23,26.93
T0108Y 兆豐國際電子,2017/11/22,26.81
T0108Y 兆豐國際電子,2017/11/21,26.9
T0108Y 兆豐國際電子,2017/11/20,26.55
T0108Y 兆豐國際電子,2017/11/17,26.85
T0108Y 兆豐國際電子,2017/11/16,26.34
T0108Y 兆豐國際電子,2017/11/15,26.18
T0108Y 兆豐國際電子,2017/11/14,26.26
T0108Y 兆豐國際電子,2017/11/13,26.25
T0108Y 兆豐國際電子,2017/11/10,26.4
T0108Y 兆豐國際電子,2017/11/09,26.23
T0108Y 兆豐國際電子,2017/11/08,26.66
T0108Y 兆豐國際電子,2017/11/07,26.58
T0108Y 兆豐國際電子,2017/11/06,26.42
T0108Y 兆豐國際電子,2017/11/03,26.42
T0108Y 兆豐國際電子,2017/11/02,26.29
T0108Y 兆豐國際電子,2017/11/01,26.39
T0108Y 兆豐國際電子,2017/10/31,26.11
T0108Y 兆豐國際電子,2017/10/30,25.88
T0108Y 兆豐國際電子,2017/10/27,25.61
T0108Y 兆豐國際電子,2017/10/26,26.08
T0108Y 兆豐國際電子,2017/10/25,25.95
T0108Y 兆豐國際電子,2017/10/24,25.95
T0108Y 兆豐國際電子,2017/10/23,25.91
T0108Y 兆豐國際電子,2017/10/20,25.82
T0108Y 兆豐國際電子,2017/10/19,26
T0108Y 兆豐國際電子,2017/10/18,25.65
T0108Y 兆豐國際電子,2017/10/17,25.79
T0108Y 兆豐國際電子,2017/10/16,25.93
T0108Y 兆豐國際電子,2017/10/13,25.9
T0108Y 兆豐國際電子,2017/10/12,25.97
T0108Y 兆豐國際電子,2017/10/11,25.64
T0108Y 兆豐國際電子,2017/10/06,25.47
T0108Y 兆豐國際電子,2017/10/05,25.61
T0108Y 兆豐國際電子,2017/10/03,25.37
T0108Y 兆豐國際電子,2017/10/02,25.27
T0108Y 兆豐國際電子,2017/09/30,24.97
T0108Y 兆豐國際電子,2017/09/29,24.81
T0108Y 兆豐國際電子,2017/09/28,24.81
T0108Y 兆豐國際電子,2017/09/27,24.79
T0108Y 兆豐國際電子,2017/09/26,24.32
T0108Y 兆豐國際電子,2017/09/25,24.69
T0108Y 兆豐國際電子,2017/09/22,25.11
T0108Y 兆豐國際電子,2017/09/21,25.55
T0108Y 兆豐國際電子,2017/09/20,25.35
T0108Y 兆豐國際電子,2017/09/19,25.59
T0108Y 兆豐國際電子,2017/09/18,25.68
T0108Y 兆豐國際電子,2017/09/15,25.5
T0108Y 兆豐國際電子,2017/09/14,25.46
T0108Y 兆豐國際電子,2017/09/13,25.18
T0108Y 兆豐國際電子,2017/09/12,25.39
T0108Y 兆豐國際電子,2017/09/11,25.22
T0108Y 兆豐國際電子,2017/09/08,25.28
T0108Y 兆豐國際電子,2017/09/07,25.04
T0108Y 兆豐國際電子,2017/09/06,25.14
T0108Y 兆豐國際電子,2017/09/05,25.25
T0108Y 兆豐國際電子,2017/09/04,25.02
T0108Y 兆豐國際電子,2017/09/01,25.12
T0108Y 兆豐國際電子,2017/08/31,25.07
T0108Y 兆豐國際電子,2017/08/30,24.92
T0108Y 兆豐國際電子,2017/08/29,24.68
T0108Y 兆豐國際電子,2017/08/28,24.75
T0108Y 兆豐國際電子,2017/08/25,24.78
T0108Y 兆豐國際電子,2017/08/24,24.69
T0108Y 兆豐國際電子,2017/08/23,24.44
T0108Y 兆豐國際電子,2017/08/22,24.43
T0108Y 兆豐國際電子,2017/08/21,24.32
T0108Y 兆豐國際電子,2017/08/18,24.28
T0108Y 兆豐國際電子,2017/08/17,24.38
T0108Y 兆豐國際電子,2017/08/16,24.06
T0108Y 兆豐國際電子,2017/08/15,24.13
T0108Y 兆豐國際電子,2017/08/14,23.77
T0108Y 兆豐國際電子,2017/08/11,24.14
T0108Y 兆豐國際電子,2017/08/10,24.01
T0108Y 兆豐國際電子,2017/08/09,24.42
T0108Y 兆豐國際電子,2017/08/08,24.8
T0108Y 兆豐國際電子,2017/08/07,24.87
T0108Y 兆豐國際電子,2017/08/04,24.61
T0108Y 兆豐國際電子,2017/08/03,24.55
T0108Y 兆豐國際電子,2017/08/02,24.64
T0108Y 兆豐國際電子,2017/08/01,24.28
T0108Y 兆豐國際電子,2017/07/31,24.24
T0108Y 兆豐國際電子,2017/07/28,24.22
T0108Y 兆豐國際電子,2017/07/27,24.52
T0108Y 兆豐國際電子,2017/07/26,24.37
T0108Y 兆豐國際電子,2017/07/25,24.34
T0108Y 兆豐國際電子,2017/07/24,24.12
T0108Y 兆豐國際電子,2017/07/21,24.04
T0108Y 兆豐國際電子,2017/07/20,24.07
T0108Y 兆豐國際電子,2017/07/19,24
T0108Y 兆豐國際電子,2017/07/18,23.82
T0108Y 兆豐國際電子,2017/07/17,23.5
T0108Y 兆豐國際電子,2017/07/14,23.53
T0108Y 兆豐國際電子,2017/07/13,23.5
T0108Y 兆豐國際電子,2017/07/12,23.39
T0108Y 兆豐國際電子,2017/07/11,23.16
T0108Y 兆豐國際電子,2017/07/10,22.91
T0108Y 兆豐國際電子,2017/07/07,22.84
T0108Y 兆豐國際電子,2017/07/06,22.95
T0108Y 兆豐國際電子,2017/07/05,22.83
T0108Y 兆豐國際電子,2017/07/04,22.76
T0108Y 兆豐國際電子,2017/07/03,22.86
T0108Y 兆豐國際電子,2017/06/30,22.88
T0108Y 兆豐國際電子,2017/06/29,22.92
T0108Y 兆豐國際電子,2017/06/28,22.9
T0108Y 兆豐國際電子,2017/06/27,23.25
T0108Y 兆豐國際電子,2017/06/26,23.33
T0108Y 兆豐國際電子,2017/06/23,23.04
T0108Y 兆豐國際電子,2017/06/22,23.06
T0108Y 兆豐國際電子,2017/06/21,22.88
T0108Y 兆豐國際電子,2017/06/20,22.82
T0108Y 兆豐國際電子,2017/06/19,22.69
T0108Y 兆豐國際電子,2017/06/16,22.46
T0108Y 兆豐國際電子,2017/06/15,22.28
T0108Y 兆豐國際電子,2017/06/14,22.25
T0108Y 兆豐國際電子,2017/06/13,22.52
T0108Y 兆豐國際電子,2017/06/12,22.61
T0108Y 兆豐國際電子,2017/06/09,22.79
T0108Y 兆豐國際電子,2017/06/08,22.83
T0108Y 兆豐國際電子,2017/06/07,22.74
T0108Y 兆豐國際電子,2017/06/06,22.82
T0108Y 兆豐國際電子,2017/06/05,22.76
T0108Y 兆豐國際電子,2017/06/03,22.61
T0108Y 兆豐國際電子,2017/06/02,22.53
T0108Y 兆豐國際電子,2017/06/01,22.33
T0108Y 兆豐國際電子,2017/05/31,22.2
T0108Y 兆豐國際電子,2017/05/26,22.37
T0108Y 兆豐國際電子,2017/05/25,22.44
T0108Y 兆豐國際電子,2017/05/24,22.34
T0108Y 兆豐國際電子,2017/05/23,22.25
T0108Y 兆豐國際電子,2017/05/22,22.27
T0108Y 兆豐國際電子,2017/05/19,22.17
T0108Y 兆豐國際電子,2017/05/18,22.16
T0108Y 兆豐國際電子,2017/05/17,22.23
T0108Y 兆豐國際電子,2017/05/16,22.34
T0108Y 兆豐國際電子,2017/05/15,22.42
T0108Y 兆豐國際電子,2017/05/12,22.24
T0108Y 兆豐國際電子,2017/05/11,22.24
T0108Y 兆豐國際電子,2017/05/10,22.24
T0108Y 兆豐國際電子,2017/05/09,21.98
T0108Y 兆豐國際電子,2017/05/08,22.14
T0108Y 兆豐國際電子,2017/05/05,22.12
T0108Y 兆豐國際電子,2017/05/04,22.33
T0108Y 兆豐國際電子,2017/05/03,22.36
T0108Y 兆豐國際電子,2017/05/02,22.32
T0108Y 兆豐國際電子,2017/04/28,22.23
T0108Y 兆豐國際電子,2017/04/27,22.09
T0108Y 兆豐國際電子,2017/04/26,22.06
T0108Y 兆豐國際電子,2017/04/25,22.01
T0108Y 兆豐國際電子,2017/04/24,21.64
T0108Y 兆豐國際電子,2017/04/21,21.62
T0108Y 兆豐國際電子,2017/04/20,21.42
T0108Y 兆豐國際電子,2017/04/19,21.46
T0108Y 兆豐國際電子,2017/04/18,21.61
T0108Y 兆豐國際電子,2017/04/17,21.47
T0108Y 兆豐國際電子,2017/04/14,21.49
T0108Y 兆豐國際電子,2017/04/13,21.69
T0108Y 兆豐國際電子,2017/04/12,21.72
T0108Y 兆豐國際電子,2017/04/11,21.74
T0108Y 兆豐國際電子,2017/04/10,21.97
T0108Y 兆豐國際電子,2017/04/07,21.95
T0108Y 兆豐國際電子,2017/04/06,21.96
T0108Y 兆豐國際電子,2017/04/05,22.13
T0108Y 兆豐國際電子,2017/03/31,21.92
T0108Y 兆豐國際電子,2017/03/30,21.95
T0108Y 兆豐國際電子,2017/03/29,22
T0108Y 兆豐國際電子,2017/03/28,21.86
T0108Y 兆豐國際電子,2017/03/27,21.89
T0108Y 兆豐國際電子,2017/03/24,22.06
T0108Y 兆豐國際電子,2017/03/23,22.12
T0108Y 兆豐國際電子,2017/03/22,22.11
